ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
1183,water,-4.77,2.51,10.1021/ct050097l,"Boulanger et al.,Marenich et al.,Mobley et al.,Dodda et al.",C7H7Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3"
1186,water,-16.78,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C5H4ClN,"InChI=1S/C5H5ClN/c6-5-2-1-3-7-4-5/h1-5H"
1187,water,-28.24,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C6H4N2,"InChI=1S/C6H5N2/c7-4-6-2-1-3-8-5-6/h1-3,5-6H"
1189,water,-29.41,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Boulanger et al.",C6H5ClO,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H"
1192,water,-14.43,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.,Marenich et al.",C8H11N,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3"
1193,water,-38.87,2.51,10.1139/v92-210,"Mobley et al.",C9H11NO,"InChI=1S/C9H11NO/c1-10(2)9(11)8-6-4-3-5-7-8/h3-7H,1-2H3"
1194,water,-1.05,2.51,10.1039/P29940001777,"Boulanger et al.,Mobley et al.,Dodda et al.",C7H5F3,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H"
1196,hexadecane,-9.58,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Dodda et al.,Marenich et al.,Mobley et al.,Boulanger et al.",C2H5Cl,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3"
1199,water,-25.1,2.51,10.1139/v91-274,"Boulanger et al.,Marenich et al.,Mobley et al.",C7H12O4,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3"
1201,water,-42.17,2.51,10.1007/s10822-014-9747-x,"Boulanger et al.,Mobley et al.",C2H6O2S,"InChI=1S/C2H6O2S/c1-5(2,3)4/h1-2H3"
1202,water,-42.3,None,10.1021/acs.jpcb.7b00272,"Boulanger et al.,Marenich et al.,Dodda et al.,Mobley et al.",C2H6OS,"InChI=1S/C2H6OS/c1-4(2)3/h1-2H3"
1204,water,3.05,None,10.1021/ct900587b,"Boulanger et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",CH3F,"InChI=1S/CH3F/c1-2/h1H3"
1206,water,-38.91,2.51,10.1021/ct050097l,"Boulanger et al.,Marenich et al.,Mobley et al.",H4N2,"InChI=1S/H4N2/c1-2/h1-2H2"
1208,heptane,-31.59,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",C6H4Br2,"InChI=1S/C6H4Br2/c7-5-1-2-6(8)4-3-5/h1-4H"
1210,cyclohexane,-30.88,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Marenich et al.,Boulanger et al.,Mobley et al.",C9H7N,"InChI=1S/C9H8N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-8H"
1211,hexadecane,-7.82,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.",C2HBrF4,"InChI=1S/C2HBrF4/c3-1(4)2(5,6)7/h1H/t1-/m1/s1"
1212,water,-36.99,0.84,10.1021/jm070549+,"Boulanger et al.,Marenich et al.,Mobley et al.",C9H14O6,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3"
1254,water,-32.09,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C10H8O,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H"
1255,water,-19.04,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C6H5ClO,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H"
1256,water,-22.13,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C6H5FO,"InChI=1S/C6H5FO/c7-5-3-1-2-4-6(5)8/h1-4,8H"
1257,water,-30.84,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H6N2O2,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2"
1258,water,-24.69,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C6H6ClN,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2"
1259,water,-42.55,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Mobley et al.",C7H5NO,"InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H"
1260,water,-25.19,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Dodda et al.",C6H4N2,"InChI=1S/C6H5N2/c7-5-6-1-3-8-4-2-6/h1,3-4H,2H2"
1262,heptane,-22.3,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Dodda et al.,Mobley et al.,Shivakumar et al.,Marenich et al.",C7H5N,"InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H"
1263,water,-21.34,2.51,10.1139/v78-385,"Boulanger et al.,Mobley et al.",C2H6O4S,"InChI=1S/C2H6O4S/c1-5-7(3,4)6-2/h1-2H3"
1266,water,-5.19,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C8H8,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2"
1269,hexane,-17.36,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Mobley et al.,Dodda et al.,Marenich et al.",C6H5F,"InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H"
1307,hexane,-13.26,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",CHCl3,"InChI=1S/CHCl3/c2-1(3)4/h1H"
1395,hexadecane,-3.89,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.",H3N,"InChI=1S/H3N/h1H3"
1527,cyclohexane,-20.6,None,10.1002/jcc.10052,"Shivakumar et al.",C4H11N3,"InChI=1S/C4H12N3/c1-2-3-7-4(5)6/h7H,2-3,5-6H2,1H3"
1629,water,4.48,0.84,10.1021/jm070549+,"Marenich et al.,Mobley et al.",C8H4F6,"InChI=1S/C8H4F6/c9-7(10,11)5-2-1-3-6(4-5)8(12,13)14/h1-4H"
1630,water,-46.07,2.51,10.1139/v92-210,"Marenich et al.,Mobley et al.",C10H13NO2,"InChI=1S/C10H13NO2/c1-11(2)10(12)8-4-6-9(13-3)7-5-8/h4-7H,1-3H3"
1631,water,-40.84,0.84,10.1021/jm070549+,"Mobley et al.,Marenich et al.",C10H13NO,"InChI=1S/C10H13NO/c1-8-4-6-9(7-5-8)10(12)11(2)3/h4-7H,1-3H3"
1633,water,-20.79,2.51,10.1139/v91-274,"Boulanger et al.,Marenich et al.,Mobley et al.",C6H10O4,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3"
1634,water,-17.7,0.84,10.1021/jm070549+,"Marenich et al.,Mobley et al.",C4H8Cl2O,"InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2"
1637,water,-15.98,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C7H6O2,"InChI=1S/C7H6O2/c8-6-9-7-4-2-1-3-5-7/h1-6H"
1741,water,-84.94,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C15H16N4O5S,"InChI=1S/C15H17N4O5S/c1-9-8-10(2)17-14(16-9)18-15(21)19-25(22,23)12-7-5-4-6-11(12)13(20)24-3/h4-7H,8H2,1-3H3,(H2,18,19,21)"
1848,water,-69.41,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C4H4N2O2,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)"
1850,water,-74.22,3.26,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C4H3ClN2O2,"InChI=1S/C4H3ClN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)"
1851,heptane,-47.2,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C4H3FN2O2,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)"
1853,water,-64.68,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C5H3F3N2O2,"InChI=1S/C5H3F3N2O2/c6-5(7,8)2-1-9-4(12)10-3(2)11/h1H,(H2,9,10,11,12)"
1854,water,-66.23,5.1,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C4H3ClN2O2,"InChI=1S/C4H3ClN2O2/c5-2-1-3(8)7-4(9)6-2/h1H,(H2,6,7,8,9)"
1855,water,-75.56,1.13,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C3H3N3O3,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)"
1856,water,-52.89,3.1,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C8H10N4O2,"InChI=1S/C8H11N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4-5H,1-3H3"
1861,water,-41.59,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C9H8O4,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)"
1862,water,-39.33,0.84,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C13H8F2O3,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)"
1863,water,-42.72,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C14H14O3,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1"
1864,water,-40.21,2.09,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C8H5NO2,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)"
1866,water,-36.02,1.3,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C4H8O2S,"InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2"
1867,water,-9.75,4.85,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C6Cl6,"InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9"
1868,water,-5.86,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Shivakumar et al.",C2Cl6,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8"
1874,water,-29.3,2.7,10.1007/s10822-014-9747-x,"",C13H18O2,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m1/s1"
1877,water,-21.84,1.05,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C6Cl5NO2,"InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9"
1910,water,-8.79,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Marenich et al.,Mobley et al.",C4H9NO3,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3"
1911,water,-7.6,0.4,10.1021/jp806724u,"SAMPL1",C4H9NO3,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m1/s1"
1913,water,-34.31,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,SAMPL1",C2H5NO4,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2"
1915,water,-32.22,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,SAMPL1",C9H17N5S,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6,10-11H,5H2,1-4H3"
1917,water,-14.64,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Marenich et al.,Mobley et al.",C13H16F3N3O4,"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3"
1918,water,-41.0,8.0,10.1021/jp806724u,"SAMPL1",C9H13BrN2O2,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m1/s1"
1919,water,-37.7,8.08,10.1021/jp806724u,"Mobley et al.,SAMPL1",C9H8Cl3NO2S,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2/t5-,6-/m1/s1"
1920,water,-39.75,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,SAMPL1,Mobley et al.",C12H11NO2,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)"
1922,water,-14.4,0.4,10.1021/jp806724u,"SAMPL1",C10H6Cl8,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3+,4-,5-,8+,9-/m0/s1"
1925,water,-6.28,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,SAMPL1",CCl3NO2,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7"
1928,water,-41.25,8.08,10.1021/jp806724u,"Marenich et al.,SAMPL1,Mobley et al.",C8H6Cl2O3,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)"
1929,water,-19.71,8.08,10.1021/jp806724u,"Marenich et al.,Mobley et al.,SAMPL1",C7H3Cl2N,"InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H"
1931,water,-17.7,1.1,10.1021/jp806724u,"SAMPL1",C9H6Cl6O3S,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4+,7+,8-,19+"
1932,water,-20.2,0.4,10.1021/jp806724u,"SAMPL1",C12H8Cl6O,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6+,7-,10-,11+"
1933,water,-10.88,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Mobley et al.,Marenich et al.",C10H5Cl7,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H/t3-,4-,5-,8-,9+/m0/s1"
1934,water,-21.67,5.73,10.1021/jp806724u,"SAMPL1,Marenich et al.,Mobley et al.",C9H14O,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3"
1938,water,-33.39,8.08,10.1021/jp806724u,"Marenich et al.,Mobley et al.",C13H19N3O6S,"InChI=1S/C13H19N3O6S/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(23(3,21)22)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3"
1939,water,-25.1,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,SAMPL1,Marenich et al.",C3H5NO4,"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3"
1940,water,-43.0,8.0,10.1021/jp806724u,"SAMPL1",C7H13N3O3S,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)/b9-5-"
1941,water,-28.03,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,SAMPL1",C10H14NO5PS,"InChI=1S/C10H16NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8,17-18H,3-4H2,1-2H3"
1942,water,-15.06,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,SAMPL1,Marenich et al.",C10H21NOS,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3"
1945,water,-35.15,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,SAMPL1",C10H19N5S,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7,11-12H,1-5H3"
1947,water,-68.62,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,SAMPL1",C10H8ClN3O,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2"
1952,water,-68.0,8.0,10.1021/jp806724u,"SAMPL1",C11H11N5O6S2,"InChI=1S/C11H11N5O6S2/c1-5-12-9(15-11(13-5)22-2)14-10(19)16-24(20,21)6-3-4-23-7(6)8(17)18/h3-4H,1-2H3,(H,17,18)(H2,14,16,19)"
1956,water,-37.24,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Marenich et al.",C14H12N4O2,"InChI=1S/C14H12N4O2/c15-5-1-2-6(16)10-9(5)13(19)11-7(17)3-4-8(18)12(11)14(10)20/h1-4H,15-18H2"
1959,water,-39.33,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Mobley et al.,Marenich et al.",C11H18N4O2,"InChI=1S/C11H19N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h7H,1-6H3"
1962,water,-25.94,4.18,http://comp.chem.umn.edu/mnsol/,"SAMPL1,Marenich et al.,Mobley et al.",C10H12N2O5,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3/t6-/m1/s1"
1969,water,-35.9,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",H2O2,"InChI=1S/H2O2/c1-2/h1-2H"
1975,water,14.35,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.",C4F8,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10"
1976,water,-3.35,0.84,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C5H9F3O3,"InChI=1S/C5H9F3O3/c1-9-5(10-2,11-3)4(6,7)8/h1-3H3"
1983,water,-34.1,0.9,10.1021/jp806724u,"SAMPL1",C10H19O6PS2,"InChI=1S/C10H21O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8,17-18H,5-7H2,1-4H3/t8-/m0/s1"
1984,water,-31.0,8.0,10.1021/jp806724u,"SAMPL1",C20H13BrN2O2,"InChI=1S/C20H13BrN2O2/c21-14-10-15(23-11-6-2-1-3-7-11)16-17(18(14)22)20(25)13-9-5-4-8-12(13)19(16)24/h1-10,23H,22H2"
2027,water,-39.54,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Dodda et al.,Marenich et al.",C6H6N2O2,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2"
2589,decane,-27.32,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.",C10H22,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3"
2802,undecane,-15.98,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Boulanger et al.,Mobley et al.,Dodda et al.,Shivakumar et al.",C2H3Cl3,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3"
2803,hexadecane,-18.79,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Mobley et al.,Shivakumar et al.,Dodda et al.,Marenich et al.",C2H3Cl3,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2"
2804,water,-4.81,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Boulanger et al.,Dodda et al.",C2H2Cl4,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2"
2805,water,-9.92,0.42,10.1007/s10822-012-9568-8,"Dodda et al.,Mobley et al.,Boulanger et al.",C2H2Cl4,"InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H"
2806,water,-5.15,0.42,10.1007/s10822-012-9568-8,"Dodda et al.,Boulanger et al.,Mobley et al.",C2HCl5,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H"
2808,water,-10.29,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H8Cl2,"InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H"
2809,water,-9.04,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H7Cl3,"InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H"
2810,water,-14.56,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H6Cl4,"InChI=1S/C12H6Cl4/c13-9-6-8(7-4-2-1-3-5-7)10(14)12(16)11(9)15/h1-6H"
2811,water,-9.54,0.5,10.1007/s10822-012-9568-8,"Mobley et al.",C12H6Cl4,"InChI=1S/C12H6Cl4/c13-7-3-1-4-8(14)11(7)12-9(15)5-2-6-10(12)16/h1-6H"
2812,water,-15.1,0.54,10.1007/s10822-012-9568-8,"Mobley et al.",C12H5Cl5,"InChI=1S/C12H5Cl5/c13-7-1-2-9(14)8(5-7)6-3-10(15)12(17)11(16)4-6/h1-5H"
2813,water,-8.2,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H5Cl5,"InChI=1S/C12H5Cl5/c13-6-4-9(16)12(10(17)5-6)11-7(14)2-1-3-8(11)15/h1-5H"
2814,water,-18.33,0.92,10.1007/s10822-012-9568-8,"Mobley et al.",C12H4Cl6,"InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H"
2815,water,-12.72,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H4Cl6,"InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H"
2816,water,-18.41,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H3Cl7,"InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H"
2817,water,-13.26,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H3Cl7,"InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H"
2818,water,-19.29,1.05,10.1007/s10822-012-9568-8,"Mobley et al.",C12H2Cl8,"InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H"
2819,water,-12.47,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12Cl10,"InChI=1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16"
2821,water,-13.18,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H8O2,"InChI=1S/C12H8O2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H"
2822,water,-14.73,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H7ClO2,"InChI=1S/C12H7ClO2/c13-8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H"
2825,water,-15.36,0.5,10.1007/s10822-012-9568-8,"Mobley et al.",C12H6Cl2O2,"InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H"
2827,water,-15.94,0.59,10.1007/s10822-012-9568-8,"Mobley et al.",C12H4Cl4O2,"InChI=1S/C12H4Cl4O2/c13-7-8(14)10(16)12-11(9(7)15)17-5-3-1-2-4-6(5)18-12/h1-4H"
2828,water,-16.07,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H4Cl4O2,"InChI=1S/C12H4Cl4O2/c13-5-1-2-7-8(3-5)17-9-4-6(14)10(15)11(16)12(9)18-7/h1-4H"
2829,water,-14.1,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H4Cl4O2,"InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H"
2830,water,-17.36,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H3Cl5O2,"InChI=1S/C12H3Cl5O2/c13-4-1-2-5-6(3-4)19-12-10(17)8(15)7(14)9(16)11(12)18-5/h1-3H"
2831,water,-15.52,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H2Cl6O2,"InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H"
2832,water,-18.95,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12Cl8O2,"InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10"
2905,hexadecane,-26.61,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Boulanger et al.,Mobley et al.",C7H7Br,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2"
2906,water,-8.08,0.84,10.1021/jm070549+,"Marenich et al.,Mobley et al.",C7H7Cl,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2"
2925,water,-32.55,8.08,10.1021/jp806724u,"SAMPL1,Mobley et al.,Marenich et al.",C9H9Cl2NO,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)"
2928,water,-33.47,4.18,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,SAMPL1",C14H9NO2,"InChI=1S/C14H9NO2/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7H,15H2"
2966,water,-46.86,4.18,http://comp.chem.umn.edu/mnsol/,"",C12H10N4O2,"InChI=1S/C12H12N4O2/c13-9-1-3-10(4-2-9)14-15-11-5-7-12(8-6-11)16(17)18/h1-8,14-15H,13H2"
2968,water,-41.84,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,SAMPL1,Mobley et al.",C10H12N3O3PS2,"InChI=1S/C10H16N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6,8,12,17-18H,7H2,1-2H3"
3162,water,13.01,None,10.1021/ct900587b,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",CF4,"InChI=1S/CF4/c2-1(3,4)5"
